title,group,pages,reading_level,downloaded_on,original_url,original_fields,new_url,standardized_fields,jurisdiction
"Findings of Fact, Conclusions of Law, and Order on Motion for Alternative Service ",Adopting a Minor Stepchild,3.0,11.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/16_Order_Alternative_Service.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'Attorney for the Petitioners and my Utah Bar number is', 'adoptees name', 'Case Number', 'Judge', 'Commissioner', 'Notice of Adoption and Notice of Rights on', 'Findings of Fact Conclusions of Law and Order', 'Approved Board of District Court Judges December 17 2010', 'Page 1 of 3', 'methods Choose all that apply', 'the Notice of Adoption and Notice of Rights attached', 'following name and address 1', 'following name and address 2', 'following name and address 3', 'following name and address 4', 'Publishing a summons once a week for 4 consecutive weeks in', 'name of newspaper', 'Findings of Fact Conclusions of Law and Order_2', 'media network such as Facebook or Twitter', 'undefined', 'Other method Describe 1', 'Other method Describe 2', 'Other method Describe 3', 'Date', 'Signature', 'Judge_2', 'Findings of Fact Conclusions of Law and Order_3']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf26aa823a88035f1abaf985dd1fb98149bc669415843fa591b9c50a2f.pdf,"['*users1_name', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'attorney_petitioners_number', 'adoptees_name', '*docket_number', 'judge__1', 'commissioner', 'notice_adoption_rights__1', 'findings_fact_conclusions_law__1', 'board_district_court', 'page', 'methods_choose_apply', 'notice_adoption_rights__2', 'following_name_address__1', 'following_name_address__2', 'following_name_address__3', 'following_name_address__4', 'week_consecutive_weeks', 'name_newspaper', 'findings_fact_conclusions_law__2', 'media_facebook_twitter', 'undefined', 'method_describe__1', 'method_describe__2', 'method_describe__3', '*signature_date', '*users1_signature', 'judge__2', 'findings_fact_conclusions_law__3']",UT
Guardian's Consent to Adoption and Waiver of Notice ,Adopting a Minor Stepchild,2.0,7.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/04_Consent_Guardian.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'In the Matter of the Adoption of adoptees name', 'adoptees name', 'Case Number', 'Judge', 'Commissioner', 'Guardian Consent to Adoption and Waiver of', 'Signed at', 'Date', 'Signature', 'Printed Name', 'Guardian Consent to Adoption and Waiver of_2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf8ca3ce21a24de6fc6691071cb082287568833cd5c7b252e64a22c64e.pdf,"['*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'matter_adoption_name', 'adoptees_name', '*docket_number', 'judge', 'commissioner', 'guardian_consent_waiver__1', 'signed', '*signature_date', '*users1_signature', '*users1_name__2', 'guardian_consent_waiver__2']",UT
Non-custodial Father's Consent to Adoption and Waiver of Rights ,Adopting a Minor Stepchild,2.0,9.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/03_Consent_Non_Custodial_Parent.pdf,"['undefined', 'Name', 'Address', 'City State Zip', 'Phone', 'Email', 'In the Matter of the Adoption of adoptees name', 'In the Matter of the Adoption of', 'Adoption and Waiver of Rights', 'Case Number', 'Commissioner', 'consent', 'Date', 'Signature', 'Printed Name', 'On this date I certify that', 'form of identification has while in my', 'Date_2', 'Signature_2', 'Printed name Court Clerk or Notary Public', 'Noncustodial Parents Consent to Adoption and']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf33bc7a46d6017ba8ba2ebd0704c720d5a1beac3c8e133d1bb12f598c.pdf,"['undefined', '*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'matter_adoption_name', 'matter_adoption', 'adoption_waiver_rights', '*docket_number', 'commissioner', 'consent', '*signature_date__1', '*users1_signature__1', '*users1_name__2', 'date_certify', 'form_identification', '*signature_date__2', '*users1_signature__2', 'court_clerk_notary_public', 'parents_consent_adoption']",UT
Notice of Adoption and Notice of Rights for Publication ,Adopting a Minor Stepchild,2.0,13.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/17_Notice_Alternative_Service.pdf,"['In the District Court of Utah', 'In the Matter of the Adoption of adoptees name', 'adoptees name', 'Case Number', 'Judge', 'Commissioner domestic cases', 'The State of Utah To', 'You are being notified of the Petition to Adopt', 'party or attorney name and address', 'of the last day of this publication which is', 'Notice of Adoption and Notice of Rights', 'Date', 'Signature', 'Printed Name', 'Notice of Adoption and Notice of Rights_2', 'Approved Board of District Court Judges December 17 2010', 'Page 2 of 2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdfbe43e29088a45fe9aa2febf80ba3ab68ae04168d74275d3bd6659f7c.pdf,"['district_court_utah', 'matter_adoption_name', 'adoptees_name', '*docket_number', 'judge', 'commissioner_domestic_cases', 'state_utah', 'notified_petition_adopt', 'party_attorney_name_address', 'last_day_publication', 'notice_adoption_rights__1', '*signature_date', '*users1_signature', '*users1_name', 'notice_adoption_rights__2', 'board_district_court', 'page']",UT
Notice of Petition to Adopt and Notice of Rights ,Adopting a Minor Stepchild,2.0,11.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/11_Notice_of_Petition_Consent.pdf,"['adoptees name', 'Case Number', 'Judge', 'Commissioner domestic cases', 'Name and Address', 'because you are the adoptee adoptees noncustodial parent or adoptees', 'Notice of Petition to Adopt and Notice of Rights', 'Notice of Petition to Adopt and Notice of Rights_2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdfebb87aa934fd7195e030f25371cb0251cae3a84ac57a582a7066f67d.pdf,"['adoptees_name', '*docket_number', 'judge', 'commissioner_domestic_cases', 'name_address', 'adoptee_adoptees_noncustodial', 'notice_petition_adopt_rights__1', 'notice_petition_adopt_rights__2']",UT
Notice of Petition to Adopt and Notice of Rights ,Adopting a Minor Stepchild,2.0,15.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/12_Notice_of_Petition_No_Consent.pdf,"['In the Matter of the Adoption of adoptees name', 'In the Matter of the Adoption of', 'Adoptees spouse', 'Case Number', 'Commissioner', 'You are being notified of the Petition to Adopt', 'Notice of Petition to Adopt and Notice of Rights', 'Notice of Petition to Adopt and Notice of Rights_2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf6ac1cdd9916e4c4a10533fb16919d3ad5580f005ae0a3743b50fea20.pdf,"['matter_adoption_name', 'matter_adoption', 'adoptees_spouse', '*docket_number', 'commissioner', 'notified_petition_adopt', 'notice_petition_adopt_rights__1', 'notice_petition_adopt_rights__2']",UT
Petition to Adopt a Minor Stepchild ,Adopting a Minor Stepchild,6.0,10.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/01_Petition_to_Adopt.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'Attorney for the Petitioner and my Utah Bar number is', 'In the Matter of the Adoption of adoptees name', 'adoptees name', 'Case Number', 'Judge', 'Commissioner', 'Petition to Adopt a Minor Stepchild', 'Approved Board of District Court Judges December 17 2010', 'Page 1 of 6', 'name of adopting', 'The copetitioners want', 'promote the adoptees best interests because 1', 'promote the adoptees best interests because 2', 'promote the adoptees best interests because 3', 'promote the adoptees best interests because 4', 'one year', 'requirement because 1', 'requirement because 2', 'requirement because 3', '17', 'Petition to Adopt a Minor Stepchild_2', 'parent and is that persons child', 'all the rights and duties of the relationship of child and parent', 'Petition to Adopt a Minor Stepchild_3', 'the adoptee be named', 'Signed at', 'Date', 'Signature', 'or attorney', 'Signed at_2', 'Date_2', 'Signature_2', 'or attorney_2', 'Date_3', 'Sign here', 'Name of the adopting parents spouse', 'Petition to Adopt a Minor Stepchild_4']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf99c1e134a87196c3ab5b25cc491c2f327453796a97b768b9525aac97.pdf,"['*users1_name', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'attorney_petitioner_utah_number', 'matter_adoption_name', 'adoptees_name', '*docket_number', 'judge', 'commissioner', 'petition_adopt_stepchild__1', 'board_district_court', 'page', 'name_adopting', 'copetitioners_want', 'promote_best_interests__1', 'promote_best_interests__2', 'promote_best_interests__3', 'promote_best_interests__4', 'one_year', 'requirement__1', 'requirement__2', 'requirement__3', 'unknown', 'petition_adopt_stepchild__2', 'parent_persons_child', 'relationship_child_parent', 'petition_adopt_stepchild__3', 'adoptee_named', 'signed__1', '*signature_date__1', '*users1_signature__1', 'attorney__1', 'signed__2', '*signature_date__2', '*users1_signature__2', 'attorney__2', '*signature_date__3', '*users1_signature__3', 'name_adopting_parents_spouse', 'petition_adopt_stepchild__4']",UT
Proof of Alternative Service ,Adopting a Minor Stepchild,3.0,10.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/18_Proof_of_Alternative_Service.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'In the Matter of the Adoption of adoptees name', 'adoptees name', 'Case Number', 'Judge', 'Commissioner domestic cases', 'On 1', 'On 2', 'the Notice of Adoption and Notice of Rights attached', 'saying they can get a copy of the Notice of Adoption and Notice of Rights', 'Proof of Alternative Service  Stepparent', '1', '2', '3', '4', 'Publishing a summons once a week for 4 consecutive weeks in', 'name of newspaper', 'courts order from the court', 'media network such as Facebook or Twitter', 'Other method describe 1', 'Other method describe 2', 'Other method describe 3', 'A copy of the email sent to', 'email address', 'Proof of Alternative Service  Stepparent_2', 'name of newspaper_2', 'media network', 'Other describe 1', 'Other describe 2', 'Signed at', 'Date', 'Signature', 'Printed Name', 'Proof of Alternative Service  Stepparent_3', 'Approved Board of District Court Judges December 17 2010', 'Page 3 of 3']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf7978d778b2e2bf11d854200de59b310460d7be49052f2a0075210238.pdf,"['*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'matter_adoption_name', 'adoptees_name', '*docket_number', 'judge', 'commissioner_domestic_cases', 'on_1', 'on_2', 'notice_adoption_rights', 'saying_get_copy_notice', 'proof_alternative_service__1', 'unknown__1', 'unknown__2', 'unknown__3', 'unknown__4', 'week_consecutive_weeks', 'name_newspaper__1', 'courts_order_court', 'media_facebook_twitter', 'method_describe__1', 'method_describe__2', 'method_describe__3', 'copy_email_sent', 'email_address', 'proof_alternative_service__2', 'name_newspaper__2', 'media_network', 'describe__1', 'describe__2', 'signed', '*signature_date', '*users1_signature', '*users1_name__2', 'proof_alternative_service__3', 'board_district_court', 'page']",UT
Proof of Completed Service ,Adopting a Minor Stepchild,5.0,11.0,2021-11-11,https://www.utcourts.gov/howto/service/docs/1020GE_Proof_of_Service.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'PlaintiffPetitioner', 'Case Number', 'Judge', 'DefendantRespondent', 'Commissioner domestic cases', 'Other', 'Proof of Completed Service', 'Paragraph 1 by mail or commercial courier service to', 'Name of Addressee', 'Address_2', '101 et seq', 'date I went to', 'On', 'and I delivered the documents listed in paragraph 1 to', 'residence and why they are of suitable age and discretion', '1', '2', 'of any other person or agency required by statute to be served at', 'address', 'Other Describe how the document was served 1', 'Other Describe how the document was served 2', 'Proof of Completed Service_2', 'Signed at', 'Date', 'Signature', 'Printed Name', 'Date_2', 'Signature_2', 'Printed Name_2', '1020GEJ Approved February 26 2018', 'Proof of Completed Service_3', 'Page 4 of 5', 'Persons NameRow1', 'Service Address    Mail     Hand Delivery    Efiled     Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Service Date    Mail     Hand Delivery    Efiled     Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Persons NameRow2', 'Service Address    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Service Date    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Persons NameRow3', 'Service Address    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there_2', 'Service Date    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there_2', 'Date_3', 'Signature_3', 'Printed Name_3', '1020GEJ Approved February 26 2018_2', 'Proof of Completed Service_4', 'Page 5 of 5']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf7476ba019c20e1daaf7270a5e0d85da2c5787bcccb52e63192822747.pdf,"['*users1_name__1', '*users1_address_line_one__1', '*users1_address_line_two', '*users1_phone_number', 'email', 'plaintiff_petitioner', '*docket_number', 'judge', 'defendant_respondent', 'commissioner_domestic_cases', 'other', 'proof_completed_service__1', 'mail_courier_service', 'name_addressee', 'address', 'et_seq', 'date_went', 'on', 'documents_listed_paragraph', 'residence_suitable_age', 'unknown__1', 'unknown__2', 'person_agency_required', '*users1_address_line_one__2', 'describe_document_served__1', 'describe_document_served__2', 'proof_completed_service__2', 'signed', '*signature_date__1', '*users1_signature__1', '*users1_name__2', '*signature_date__2', '*users1_signature__2', '*users1_name__3', 'gej_approved_february__1', 'proof_completed_service__3', 'page__1', 'persons_name_row__1', 'service_mail_person__1', 'service_person_charge__1', 'persons_name_row__2', 'service_mail_person__2', 'service_person_charge__2', 'persons_name_row__3', 'service_mail_person__3', 'service_person_charge__3', '*signature_date__3', '*users1_signature__3', '*users1_name__4', 'gej_approved_february__2', 'proof_completed_service__4', 'page__2']",UT
Request to Submit for Decision ,Adopting a Minor Stepchild,2.0,9.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/15_Request_to_Submit.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'Attorney for the CoPetitioner and my Utah Bar number is', 'In the Matter of the Adoption of adoptees name', 'adoptees name', 'Case Number', 'Judge', 'Commissioner', 'Request to Submit for Decision  Motion for', 'Approved Board of District Court Judges September 10 2008', 'Page 1 of 2', 'Signed at', 'Date', 'Signature', 'Printed Name', 'Request to Submit for Decision  Motion for_2', 'Approved Board of District Court Judges September 10 2008_2', 'Page 2 of 2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdff9d123ebf7d0a8e8fe1b15a6027d2a9b5416617c92e1a05aea96f8fa.pdf,"['*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'attorney_co_utah_number', 'matter_adoption_name', 'adoptees_name', '*docket_number', 'judge', 'commissioner', 'request_submit_decision__1', 'district_court_judges__1', 'page__1', 'signed', '*signature_date', '*users1_signature', '*users1_name__2', 'request_submit_decision__2', 'district_court_judges__2', 'page__2']",UT
Utah District Court Cover Sheet for Probate Actions ,Adopting a Minor Stepchild,2.0,15.0,2021-11-11,https://www.utcourts.gov/resources/forms/civil/Probate_Actions_Cover_Sheet.pdf,"['Name', 'Address', 'City State ZIP', 'Phone', 'Email', 'Name_2', 'Address_2', 'City State ZIP_2', 'Phone_2', 'Email_2', 'Name_3', 'Address_3', 'City State ZIP_3', 'Phone_3', 'Email_3', 'Name_4', 'Decedents Date of Birth', 'Revised June 14 2021', 'Name_5', 'Address_4', 'City State ZIP_4', 'Phone_4', 'Email_4', 'Name and Bar', 'Revised June 14 2021_2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdfba12d361b199e5cd7d1e060508d634856d604f9e2752ceaa71122968.pdf,"['*users1_name', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email__1', 'name__1', 'address__1', 'city_state_zip__1', 'phone__1', 'email__2', 'name__2', 'address__2', 'city_state_zip__2', 'phone__2', 'email__3', 'name__3', 'decedents_date_birth', 'revised_june__1', 'name__4', 'address__3', 'city_state_zip__3', 'phone__3', 'email__4', 'name_bar', 'revised_june__2']",UT
Waiver of Rights ,Adopting a Minor Stepchild,2.0,7.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/stepchild/docs/05_Waiver_Rights.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'In the Matter of the Adoption of adoptees name', 'adoptees name', 'Case Number', 'Judge', 'Commissioner', 'Waiver of Rights', 'Signed at', 'Date', 'Signature', 'Printed Name', 'Waiver of Rights_2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdfc49ab710181c333826c1e7a64816060295924b97c211bbd143986a13.pdf,"['*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'matter_adoption_name', 'adoptees_name', '*docket_number', 'judge', 'commissioner', 'waiver_rights__1', 'signed', '*signature_date', '*users1_signature', '*users1_name__2', 'waiver_rights__2']",UT
Adoption Decree ,Adult adoption,3.0,8.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/adultadoption/docs/1007AD_Adult_Adoption_Decree.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'In the Matter of the Adoption of Adoptee', 'Adoptee', 'Case Number', 'Judge', 'A hearing held before this court on', 'was represented by', 'Adoption Decree', 'was represented by_2', 'was represented by_3', 'Others present were', 'petitioner', 'and', 'petitioner_2', 'and_2', 'Adoption Decree_2', 'First name', 'Middle name', 'New surname', 'Married surname if any', 'petitioner_3', 'copetitioner', 'Date', 'Signature', 'Judge_2', '1007ADF Approved September 19', 'Adoption Decree_3', 'Page 3 of 3']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf6247e4756dc5e5a9ced16ddb8eb1ec1d01ec946eebaf18d7351d8bda.pdf,"['*users1_name', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'matter_adoption_adoptee', 'adoptee', '*docket_number', 'judge__1', 'hearing_held_court', 'represented__1', 'adoption_decree__1', 'represented__2', 'represented__3', 'others_present', 'petitioner__1', 'and', 'petitioner__2', 'and_2', 'adoption_decree__2', 'first_name', 'middle_name', 'new_surname', 'married_surname', 'petitioner__3', 'copetitioner', '*signature_date', '*users1_signature', 'judge__2', 'adf_approved_september', 'adoption_decree__3', 'page']",UT
Agreement of Adoption of Adult ,Adult adoption,1.0,13.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/adultadoption/docs/1004AD_Agreement_of_Adoption.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'In the matter of the adoption of Adoptee', 'Adoptee', 'Case Number', 'Judge', 'petitioners name agrees to', 'name and promises to treat adoptee in all respects as petitioners own lawful child', 'Date', 'Signature', 'Printed Name of Petitioner', 'Date_2', 'Signature_2', 'Judge_2', '1004ADF Approved September 19', 'Agreement of Adoption of an Adult', 'Page 1 of 1']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf061e43ca3c7a3ed29287aedb6a5372f1efd3470b65973550b058c6c4.pdf,"['*users1_name', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'matter_adoption_adoptee', 'adoptee', '*docket_number', 'judge__1', 'petitioners_name_agrees', 'respects_lawful_child', '*signature_date__1', '*users1_signature__1', 'printed_name_petitioner', '*signature_date__2', '*users1_signature__2', 'judge__2', 'adf_approved_september', 'agreement_adoption_adult', 'page']",UT
Consent to Adoption and Waiver of Notice by Petitioner's Spouse  ,Adult adoption,2.0,9.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/adultadoption/docs/1010AD_Petitioner_Spouse_Waiver.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'Adoptee', 'Case Number', 'Judge', 'name of adoptee', 'Signed at', 'Date', 'Signature', 'Printed Name', 'Consent to Adoption and Waiver of Notice by Petitioners Spouse', 'Persons NameRow1', 'Service Address    Mail     Hand Delivery    Efiled     Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Service Date    Mail     Hand Delivery    Efiled     Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Persons NameRow2', 'Service Address    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Service Date    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Persons NameRow3', 'Service Address    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there_2', 'Service Date    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there_2', 'Date_2', 'Signature_2', 'Printed Name_2', '1010ADF Approved September 19', 'Consent to Adoption and Waiver of Notice by Petitioners Spouse_2', 'Page 2 of 2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf1f71d09287187f32c51c85e998be4fc4d96c314f27dc7367135acf84.pdf,"['*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'adoptee', '*docket_number', 'judge', 'name_adoptee', 'signed', '*signature_date__1', '*users1_signature__1', '*users1_name__2', 'consent_waiver_notice__1', 'persons_name_row__1', 'service_mail_person__1', 'service_person_charge__1', 'persons_name_row__2', 'service_mail_person__2', 'service_person_charge__2', 'persons_name_row__3', 'service_mail_person__3', 'service_person_charge__3', '*signature_date__2', '*users1_signature__2', '*users1_name__3', 'adf_approved_september', 'consent_waiver_notice__2', 'page']",UT
Consent to Adoption by Adult Adoptee  ,Adult adoption,2.0,9.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/adultadoption/docs/1005AD_Adult_Adoptee's_Consent.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'Adoptee', 'Case Number', 'Judge', 'petitioner', 'and', 'Consent to Adoption by Adult Adoptee', 'petitioner_2', 'and_2', 'Date', 'Signature', 'Printed Name', '1005ADF Approved September 19', 'Consent to Adoption by Adult Adoptee_2', 'Page 2 of 2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdffbfc14ee6ca67b5b575fd4da4ddfd08f4e8a21f0d8430e9ec861ecd2.pdf,"['*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'adoptee', '*docket_number', 'judge', 'petitioner__1', 'and', 'consent_adoption_adoptee__1', 'petitioner__2', 'and_2', '*signature_date', '*users1_signature', '*users1_name__2', 'adf_approved_september', 'consent_adoption_adoptee__2', 'page']",UT
Findings of Fact and Conclusions of Law  ,Adult adoption,3.0,7.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/adultadoption/docs/1006AD_Findings_and_Conclusions_Adult_Adoption.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'Adoptee', 'Case Number', 'Judge', 'petitioner', 'and', 'adoptees full first middle birth surname and any married surname', 'undefined', '1006ADF Approved September 19', 'Findings of Fact and Conclusions of Law on Petition for', 'Page 1 of 3', 'First name', 'Middle name', 'New surname', 'Married surname if any', 'parents', 'and_2', 'Other 1', 'Other 2', 'Other 3', 'Date', 'Signature', 'Judge_2', 'Findings of Fact and Conclusions of Law on Petition for_2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf93fe1367e162fd0df7971231d10769616b0fce64a9fcbab721df0263.pdf,"['*users1_name', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'adoptee', '*docket_number', 'judge__1', 'petitioner', 'and', 'first_middle_birth_married', 'undefined', 'adf_approved_september', 'findings_fact_conclusions__1', 'page', 'first_name', 'middle_name', 'new_surname', 'married_surname', 'parents', 'and_2', 'other_1', 'other_2', 'other_3', '*signature_date', '*users1_signature', 'judge__2', 'findings_fact_conclusions__2']",UT
Notice of Adult Adoption ,Adult adoption,2.0,12.0,2021-11-11,https://www.utcourts.gov/howto/family/adoption/adultadoption/docs/1008AD_Notice_of_Adult_Adoption.pdf,"['Name', 'Address', 'City State Zip', 'Phone', 'Email', 'Adoptee', 'Case Number', 'Judge', 'of adoptee has been adopted by', 'petitioner', 'and', 'name of adoptee', 'Date', 'Signature', 'Printed Name', '1008ADF Approved September 19', 'Notice of Adult Adoption', 'Page 1 of 2', 'Persons NameRow1', 'Service Address    Mail     Hand Delivery    Efiled     Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Service Date    Mail     Hand Delivery    Efiled     Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Persons NameRow2', 'Service Address    Mail     Hand Delivery    Efiled    Email    Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Service Date    Mail     Hand Delivery    Efiled    Email    Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Persons NameRow3', 'Service Address    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Service Date    Mail     Hand Delivery    Efiled    Email     Left at business With person in charge or in receptacle for deliveries     Left at home With person of suitable age and discretion residing there', 'Date_2', 'Signature_2', 'Printed Name_2', '1008ADF Approved September 19_2', 'Notice of Adult Adoption_2', 'Page 2 of 2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf97c4a679d70a879e7df0438a93423d890abfe4c158fb73bed69eba80.pdf,"['*users1_name__1', '*users1_address_line_one', '*users1_address_line_two', '*users1_phone_number', 'email', 'adoptee', '*docket_number', 'judge', 'adoptee_adopted', 'petitioner', 'and', 'name_adoptee', '*signature_date__1', '*users1_signature__1', '*users1_name__2', 'adf_approved_september__1', 'notice_adult_adoption__1', 'page__1', 'persons_name_row__1', 'service_mail_person__1', 'service_person_charge__1', 'persons_name_row__2', 'service_mail_person__2', 'service_person_charge__2', 'persons_name_row__3', 'service_mail_person__3', 'service_person_charge__3', '*signature_date__2', '*users1_signature__2', '*users1_name__3', 'adf_approved_september__2', 'notice_adult_adoption__2', 'page__2']",UT
